order_date,customer_id,product_id,product_category,revenue,quantity,region,customer_acquisition_channel
16/02/2023,C2305,P0084,Monitors,3086.76,2,North West,Organic
03/03/2024,C1210,P0061,Monitors,3457.04,2,Scotland,Paid
24/01/2024,C2334,P0008,Monitors,2447.88,2,South West,Referral
12/12/2023,C1055,P0006,Accessories,447.92,4,South West,Paid
27/12/2023,C0694,P0048,Networking,1889.52,2,South West,Organic
02/03/2023,C2147,P0056,Laptops,348.04,1,South East,Email
19/02/2023,C0027,P0037,Networking,2109.52,4,North West,Social
25/08/2023,C0279,P0059,Accessories,1588.32,2,London,Organic
11/04/2024,C1529,P0051,Tablets,1506.68,1,South West,Referral
17/01/2023,C0028,P0052,Accessories,7203,4,London,Organic
09/10/2023,C2195,P0094,Accessories,857.88,3,London,Paid
16/03/2024,C0735,P0072,Tablets,1691.26,1,South East,Paid
04/09/2023,C0787,P0043,Accessories,1716.27,3,Wales,Organic
11/02/2024,C0324,P0003,Smartphones,966.3,3,North East,Paid
07/09/2023,C2856,P0087,Monitors,3502.48,2,West Midlands,Referral
24/03/2023,C2678,P0051,Tablets,1506.68,1,South East,Paid
22/01/2024,C2264,P0075,Smartphones,4407.16,4,London,Referral
25/06/2023,C0339,P0071,Laptops,6990.04,4,North East,Referral
06/12/2023,C2318,P0099,Networking,164.8,1,London,Organic
01/05/2024,C1111,P0030,Accessories,592.05,1,South East,Referral
15/10/2023,C2225,P0077,Monitors,682.1,1,North West,Email
19/11/2023,C0065,P0008,Monitors,2447.88,2,North West,Social
12/02/2024,C0316,P0098,Laptops,565.32,3,North West,Referral
03/02/2024,C2774,P0063,Laptops,4138.02,3,North East,Social
24/05/2023,C2824,P0019,Tablets,1227.27,1,Wales,Organic
23/03/2024,C0951,P0095,Smartphones,174.85,1,Wales,Referral
11/02/2024,C1337,P0014,Smartphones,1411.37,1,West Midlands,Social
06/04/2024,C2010,P0005,Monitors,439.06,2,Wales,Referral
20/01/2024,C1769,P0016,Smartphones,3833.14,2,North East,Organic
30/10/2023,C1010,P0017,Tablets,249.31,1,South East,Organic
25/01/2024,C2916,P0049,Tablets,644.56,2,North East,Paid
20/04/2023,C0375,P0046,Tablets,464.62,1,West Midlands,Paid
04/10/2023,C0419,P0034,Networking,3752.96,2,South East,Organic
04/04/2024,C2282,P0050,Networking,4578.68,4,South East,Organic
29/12/2023,C2271,P0005,Monitors,219.53,1,Wales,Social
13/01/2023,C1196,P0083,Accessories,6565,4,North East,Social
06/09/2023,C2343,P0029,Smartphones,3479.28,2,North East,Organic
03/10/2023,C1234,P0051,Tablets,4520.04,3,South West,Organic
21/06/2023,C1781,P0086,Monitors,1116,3,North East,Organic
20/03/2023,C1480,P0099,Networking,494.4,3,Scotland,Social
22/05/2024,C2433,P0026,Networking,371.26,2,South West,Organic
08/11/2023,C0028,P0095,Smartphones,699.4,4,Wales,Social
25/01/2024,C1350,P0005,Monitors,878.12,4,Wales,Paid
20/05/2023,C1231,P0005,Monitors,658.59,3,Scotland,Paid
01/07/2023,C1632,P0018,Accessories,715.8,3,West Midlands,Social
17/05/2024,C2359,P0064,Monitors,3028.42,2,Wales,Paid
07/02/2024,C1496,P0090,Networking,442.24,1,Scotland,Referral
04/07/2023,C2793,P0097,Smartphones,1197.46,1,South West,Email
03/08/2023,C1796,P0046,Tablets,1393.86,3,South East,Social
23/02/2024,C2757,P0082,Laptops,868.08,4,North West,Referral
05/09/2023,C1035,P0054,Smartphones,2087.16,2,North East,Social
17/03/2023,C1840,P0083,Accessories,6565,4,North East,Paid
04/03/2024,C2227,P0095,Smartphones,174.85,1,Wales,Social
29/03/2023,C0448,P0078,Laptops,536.28,2,Wales,Organic
15/02/2023,C2307,P0049,Tablets,1289.12,4,Wales,Email
16/03/2024,C0434,P0024,Monitors,1776.63,1,South East,Organic
06/06/2024,C2125,P0034,Networking,3752.96,2,South West,Paid
19/04/2024,C2784,P0039,Networking,2783.84,2,Wales,Email
09/05/2024,C0429,P0068,Networking,5273.73,3,North East,Email
29/03/2023,C0476,P0045,Monitors,3517.84,2,Wales,Paid
11/04/2024,C0848,P0020,Laptops,5891.92,4,Wales,Paid
24/03/2024,C2958,P0062,Laptops,5506.2,4,Wales,Organic
15/02/2023,C2912,P0058,Accessories,1213,1,London,Social
22/04/2023,C2774,P0034,Networking,3752.96,2,Scotland,Paid
13/06/2023,C1356,P0086,Monitors,1488,4,South West,Organic
19/02/2024,C2580,P0073,Monitors,2474.98,2,North West,Referral
18/03/2024,C1621,P0020,Laptops,1472.98,1,Scotland,Paid
15/03/2024,C1593,P0053,Accessories,755.89,1,Scotland,Organic
06/03/2023,C2365,P0032,Smartphones,771.85,1,North West,Paid
21/07/2023,C1875,P0047,Accessories,821.48,1,West Midlands,Referral
16/05/2024,C2162,P0032,Smartphones,2315.55,3,North East,Referral
27/04/2023,C1426,P0036,Networking,1151.16,3,South West,Referral
01/11/2023,C2517,P0026,Networking,185.63,1,North West,Paid
02/09/2023,C1251,P0024,Monitors,1776.63,1,North West,Paid
25/05/2023,C2093,P0037,Networking,2109.52,4,North East,Referral
28/01/2024,C1733,P0022,Accessories,407.32,2,South West,Referral
27/06/2023,C2273,P0100,Laptops,3631.14,2,South West,Organic
11/07/2023,C1289,P0073,Monitors,4949.96,4,London,Social
10/01/2023,C1985,P0057,Smartphones,3189.1,2,Scotland,Social
01/06/2024,C2675,P0025,Tablets,4703.36,4,North East,Referral
01/03/2024,C2909,P0047,Accessories,3285.92,4,South West,Organic
01/02/2023,C0904,P0068,Networking,5273.73,3,London,Organic
23/10/2023,C0689,P0057,Smartphones,6378.2,4,South West,Paid
26/04/2023,C2346,P0083,Accessories,1641.25,1,West Midlands,Social
11/01/2024,C2221,P0046,Tablets,464.62,1,South West,Paid
11/03/2024,C0420,P0068,Networking,3515.82,2,West Midlands,Social
03/02/2023,C1843,P0033,Smartphones,4070.52,3,Wales,Social
31/03/2023,C1799,P0081,Smartphones,1762.12,1,Scotland,Organic
26/12/2023,C2912,P0093,Accessories,7217,4,North West,Referral
31/07/2023,C0848,P0027,Networking,494.4,1,Wales,Paid
22/06/2023,C1326,P0011,Accessories,1439.58,3,West Midlands,Referral
10/06/2024,C2783,P0053,Accessories,755.89,1,North West,Email
26/02/2024,C0243,P0061,Monitors,5185.56,3,North West,Social
16/05/2023,C1023,P0004,Laptops,2739.12,2,Wales,Social
07/02/2024,C2005,P0008,Monitors,2447.88,2,West Midlands,Referral
20/01/2024,C1852,P0015,Tablets,591.85,1,South East,Paid
12/10/2023,C2846,P0057,Smartphones,4783.65,3,South West,Email
02/12/2023,C2384,P0054,Smartphones,1043.58,1,South East,Social
14/04/2024,C2601,P0037,Networking,1582.14,3,South East,Social
12/02/2024,C0893,P0076,Monitors,7364.24,4,Scotland,Paid
27/11/2023,C1162,P0035,Networking,567.69,3,North West,Referral
11/05/2024,C1408,P0095,Smartphones,174.85,1,London,Organic
15/04/2024,C0067,P0067,Accessories,56.33,1,North West,Paid
01/01/2023,C1753,P0059,Accessories,1588.32,2,North West,Social
06/11/2023,C0652,P0027,Networking,1483.2,3,South East,Referral
14/09/2023,C0338,P0075,Smartphones,3305.37,3,North West,Organic
09/11/2023,C2974,P0018,Accessories,477.2,2,North East,Referral
08/04/2023,C0005,P0100,Laptops,3631.14,2,South West,Organic
20/08/2023,C2128,P0088,Accessories,7722.04,4,London,Organic
18/12/2023,C0494,P0041,Laptops,1986.56,4,North West,Paid
23/08/2023,C1570,P0093,Accessories,1804.25,1,South East,Organic
12/01/2024,C1226,P0011,Accessories,959.72,2,North East,Social
17/05/2023,C2628,P0002,Networking,1172.62,2,South East,Paid
09/01/2023,C2500,P0040,Smartphones,2770,2,South West,Paid
07/08/2023,C2573,P0044,Smartphones,3661.24,2,North East,Referral
29/03/2024,C0890,P0039,Networking,1391.92,1,South East,Organic
07/05/2023,C2415,P0006,Accessories,447.92,4,Wales,Email
19/11/2023,C0573,P0100,Laptops,3631.14,2,West Midlands,Referral
12/09/2023,C2267,P0079,Tablets,5290.53,3,London,Social
05/11/2023,C0842,P0027,Networking,988.8,2,North East,Organic
25/02/2023,C0981,P0071,Laptops,6990.04,4,North East,Organic
26/05/2024,C2614,P0028,Tablets,1971.18,1,London,Email
21/11/2023,C0541,P0034,Networking,7505.92,4,North East,Paid
26/06/2023,C1930,P0064,Monitors,1514.21,1,London,Referral
15/01/2023,C1074,P0022,Accessories,407.32,2,London,Email
12/02/2024,C2076,P0020,Laptops,4418.94,3,North East,Paid
16/02/2024,C0338,P0078,Laptops,536.28,2,West Midlands,Organic
22/03/2023,C2095,P0012,Monitors,1184.94,2,North West,Paid
05/02/2024,C2403,P0050,Networking,1144.67,1,West Midlands,Referral
02/09/2023,C0238,P0091,Tablets,1656.06,2,South East,Email
29/04/2023,C1858,P0013,Laptops,1529.67,1,West Midlands,Referral
29/06/2023,C0490,P0099,Networking,164.8,1,North West,Social
17/06/2023,C2034,P0004,Laptops,4108.68,3,West Midlands,Organic
10/05/2023,C1101,P0001,Networking,267.1,1,London,Paid
15/03/2024,C1115,P0027,Networking,494.4,1,West Midlands,Social
20/03/2023,C2033,P0061,Monitors,6914.08,4,Wales,Organic
20/06/2023,C1507,P0066,Tablets,1795.58,2,West Midlands,Social
29/04/2023,C0936,P0072,Tablets,1691.26,1,London,Social
13/01/2023,C1002,P0046,Tablets,464.62,1,South West,Paid
03/06/2023,C0734,P0038,Accessories,789.94,1,North East,Organic
12/09/2023,C1705,P0061,Monitors,5185.56,3,West Midlands,Social
17/01/2024,C0490,P0041,Laptops,496.64,1,North West,Organic
12/06/2024,C0189,P0001,Networking,1068.4,4,South East,Social
17/10/2023,C1273,P0095,Smartphones,524.55,3,South East,Referral
09/01/2023,C1512,P0063,Laptops,2758.68,2,West Midlands,Referral
08/11/2023,C2551,P0024,Monitors,3553.26,2,South West,Paid
20/05/2024,C0801,P0090,Networking,884.48,2,North West,Organic
24/02/2024,C0098,P0081,Smartphones,3524.24,2,Wales,Referral
10/01/2023,C1373,P0018,Accessories,238.6,1,North East,Social
11/11/2023,C0426,P0039,Networking,2783.84,2,Scotland,Paid
03/03/2023,C0584,P0074,Smartphones,2337.39,3,South East,Organic
26/08/2023,C2129,P0082,Laptops,868.08,4,Wales,Paid
28/03/2023,C2379,P0063,Laptops,1379.34,1,North West,Referral
08/02/2024,C0307,P0093,Accessories,1804.25,1,North East,Referral
14/05/2023,C0970,P0089,Monitors,4568.31,3,West Midlands,Social
07/02/2024,C2871,P0086,Monitors,1116,3,Wales,Paid
28/08/2023,C0306,P0057,Smartphones,3189.1,2,North West,Social
22/04/2023,C0637,P0083,Accessories,1641.25,1,North West,Paid
18/11/2023,C1666,P0069,Tablets,1945.18,1,Wales,Email
01/08/2023,C1852,P0007,Laptops,1429.02,3,South West,Organic
03/05/2023,C0371,P0061,Monitors,3457.04,2,West Midlands,Social
11/02/2023,C0881,P0087,Monitors,5253.72,3,North West,Organic
12/09/2023,C1458,P0074,Smartphones,3116.52,4,London,Referral
24/09/2023,C0713,P0014,Smartphones,1411.37,1,North East,Social
13/09/2023,C0388,P0004,Laptops,5478.24,4,South East,Social
24/05/2023,C0498,P0045,Monitors,1758.92,1,London,Social
16/08/2023,C0536,P0015,Tablets,1183.7,2,North East,Paid
28/03/2023,C2386,P0070,Smartphones,3119.94,3,South East,Organic
08/03/2023,C0810,P0079,Tablets,7054.04,4,North West,Organic
06/12/2023,C0502,P0049,Tablets,322.28,1,South West,Organic
19/03/2024,C2968,P0033,Smartphones,5427.36,4,South West,Organic
12/03/2024,C0708,P0055,Laptops,4571.34,3,Scotland,Email
09/10/2023,C1147,P0048,Networking,3779.04,4,North West,Organic
09/09/2023,C2652,P0063,Laptops,4138.02,3,South West,Paid
05/05/2024,C0250,P0008,Monitors,1223.94,1,West Midlands,Paid
05/03/2024,C0817,P0003,Smartphones,644.2,2,London,Email
03/01/2024,C1965,P0044,Smartphones,7322.48,4,Wales,Email
29/05/2024,C1318,P0016,Smartphones,7666.28,4,West Midlands,Organic
23/11/2023,C2446,P0096,Laptops,2394.4,2,London,Social
15/10/2023,C0240,P0099,Networking,659.2,4,Wales,Social
27/08/2023,C0654,P0014,Smartphones,1411.37,1,Scotland,Referral
30/09/2023,C2186,P0037,Networking,527.38,1,Scotland,Referral
02/02/2024,C1454,P0046,Tablets,929.24,2,North West,Organic
22/11/2023,C2858,P0048,Networking,2834.28,3,London,Social
27/12/2023,C2326,P0085,Smartphones,2673.02,2,Scotland,Social
19/05/2024,C2221,P0066,Tablets,2693.37,3,North West,Paid
03/04/2023,C0231,P0014,Smartphones,2822.74,2,Scotland,Organic
04/05/2024,C0003,P0060,Accessories,3245.31,3,Scotland,Social
15/12/2023,C2937,P0095,Smartphones,349.7,2,Wales,Organic
01/06/2023,C2403,P0014,Smartphones,2822.74,2,South East,Social
09/01/2024,C0298,P0097,Smartphones,3592.38,3,North East,Referral
11/12/2023,C1237,P0014,Smartphones,4234.11,3,North West,Email
23/03/2024,C2619,P0068,Networking,7031.64,4,Wales,Organic
01/01/2024,C0915,P0003,Smartphones,644.2,2,North East,Paid
29/10/2023,C0522,P0008,Monitors,2447.88,2,London,Email
05/02/2024,C2325,P0043,Accessories,572.09,1,North West,Referral
15/08/2023,C2620,P0020,Laptops,1472.98,1,South West,Organic
21/03/2023,C0975,P0033,Smartphones,4070.52,3,Wales,Organic
01/04/2023,C2904,P0095,Smartphones,524.55,3,South West,Organic
03/08/2023,C1023,P0058,Accessories,1213,1,Wales,Organic
21/04/2023,C2951,P0038,Accessories,789.94,1,London,Paid
05/03/2024,C0682,P0004,Laptops,5478.24,4,South West,Social
26/12/2023,C2237,P0059,Accessories,3176.64,4,South East,Social
19/08/2023,C0667,P0039,Networking,5567.68,4,South East,Social
04/02/2023,C1208,P0058,Accessories,1213,1,Wales,Organic
18/04/2023,C0304,P0020,Laptops,4418.94,3,North West,Social
14/06/2023,C2999,P0092,Networking,1317.26,1,South East,Paid
09/05/2024,C2886,P0022,Accessories,203.66,1,North East,Email
18/06/2023,C2488,P0046,Tablets,1858.48,4,North West,Organic
06/12/2023,C0842,P0042,Laptops,3239.68,2,North East,Referral
29/09/2023,C2706,P0057,Smartphones,4783.65,3,West Midlands,Organic
20/02/2023,C1610,P0096,Laptops,4788.8,4,North West,Organic
04/01/2023,C1752,P0035,Networking,189.23,1,West Midlands,Social
06/05/2024,C0818,P0022,Accessories,203.66,1,London,Organic
26/10/2023,C0336,P0049,Tablets,1289.12,4,South East,Paid
12/02/2024,C1929,P0087,Monitors,7004.96,4,West Midlands,Organic
01/02/2024,C0758,P0035,Networking,567.69,3,North East,Paid
01/04/2024,C0183,P0045,Monitors,5276.76,3,South West,Paid
20/08/2023,C1101,P0073,Monitors,1237.49,1,North West,Social
10/04/2023,C0352,P0032,Smartphones,2315.55,3,North East,Email
21/08/2023,C2268,P0045,Monitors,1758.92,1,North East,Social
04/03/2024,C2194,P0023,Tablets,6669.36,4,Scotland,Paid
22/03/2023,C1618,P0067,Accessories,56.33,1,North West,Organic
04/04/2024,C0709,P0074,Smartphones,1558.26,2,Scotland,Social
10/05/2023,C0175,P0059,Accessories,3176.64,4,South East,Email
21/03/2024,C0828,P0059,Accessories,1588.32,2,West Midlands,Paid
10/03/2023,C0357,P0071,Laptops,6990.04,4,North East,Referral
10/10/2023,C2129,P0076,Monitors,7364.24,4,London,Social
19/06/2024,C1719,P0097,Smartphones,1197.46,1,North East,Organic
13/04/2023,C0433,P0068,Networking,1757.91,1,West Midlands,Social
19/12/2023,C1684,P0035,Networking,567.69,3,North East,Referral
29/04/2024,C0154,P0018,Accessories,477.2,2,West Midlands,Paid
16/02/2024,C0159,P0021,Monitors,1173.64,4,Wales,Referral
20/02/2023,C1947,P0004,Laptops,4108.68,3,Wales,Organic
07/11/2023,C1274,P0039,Networking,4175.76,3,South West,Social
11/04/2023,C0934,P0096,Laptops,2394.4,2,West Midlands,Email
29/03/2024,C1315,P0027,Networking,1483.2,3,North East,Referral
02/04/2023,C0770,P0067,Accessories,225.32,4,Scotland,Email
21/02/2024,C1985,P0044,Smartphones,5491.86,3,London,Paid
12/06/2023,C0269,P0016,Smartphones,5749.71,3,North East,Organic
20/06/2024,C2330,P0011,Accessories,479.86,1,North West,Organic
25/07/2023,C0237,P0040,Smartphones,2770,2,London,Paid
05/01/2024,C2887,P0033,Smartphones,2713.68,2,West Midlands,Paid
20/04/2024,C2069,P0095,Smartphones,699.4,4,South East,Referral
05/09/2023,C1526,P0060,Accessories,4327.08,4,South West,Organic
30/04/2024,C2404,P0072,Tablets,5073.78,3,Wales,Organic
22/09/2023,C2822,P0090,Networking,442.24,1,West Midlands,Organic
20/02/2023,C0668,P0062,Laptops,2753.1,2,Scotland,Referral
31/07/2023,C1103,P0064,Monitors,6056.84,4,London,Social
10/01/2023,C1942,P0057,Smartphones,3189.1,2,North West,Referral
09/01/2023,C0917,P0031,Networking,5029.56,3,West Midlands,Social
09/10/2023,C1736,P0059,Accessories,3176.64,4,Wales,Paid
12/08/2023,C1912,P0031,Networking,5029.56,3,North East,Referral
08/01/2023,C2096,P0025,Tablets,3527.52,3,West Midlands,Organic
21/04/2023,C1974,P0059,Accessories,794.16,1,Wales,Email
29/11/2023,C1135,P0020,Laptops,4418.94,3,West Midlands,Organic
13/06/2024,C0985,P0017,Tablets,249.31,1,North East,Referral
24/05/2023,C2955,P0015,Tablets,591.85,1,South West,Email
23/09/2023,C1715,P0090,Networking,1768.96,4,North East,Social
14/07/2023,C1406,P0056,Laptops,696.08,2,South West,Email
03/01/2024,C2078,P0080,Tablets,1550.79,3,North West,Social
05/07/2023,C1204,P0024,Monitors,1776.63,1,South West,Organic
22/09/2023,C2971,P0007,Laptops,952.68,2,Wales,Referral
16/08/2023,C1456,P0009,Monitors,875.46,2,West Midlands,Paid
06/12/2023,C1523,P0040,Smartphones,4155,3,West Midlands,Paid
01/05/2023,C1928,P0033,Smartphones,1356.84,1,South East,Paid
19/07/2023,C2050,P0091,Tablets,828.03,1,North East,Paid
28/02/2024,C0222,P0079,Tablets,3527.02,2,North West,Email
17/12/2023,C1677,P0023,Tablets,6669.36,4,North West,Paid
04/07/2023,C0332,P0034,Networking,7505.92,4,Wales,Referral
01/07/2023,C1284,P0084,Monitors,1543.38,1,London,Paid
03/08/2023,C0691,P0034,Networking,3752.96,2,South West,Social
01/04/2023,C0531,P0090,Networking,1768.96,4,North East,Paid
03/05/2024,C1571,P0032,Smartphones,771.85,1,London,Paid
18/01/2024,C0058,P0073,Monitors,3712.47,3,Scotland,Organic
05/01/2023,C2567,P0078,Laptops,536.28,2,Scotland,Referral
19/12/2023,C1279,P0093,Accessories,3608.5,2,South East,Paid
10/11/2023,C0685,P0092,Networking,1317.26,1,London,Organic
25/10/2023,C1868,P0038,Accessories,2369.82,3,North East,Social
18/05/2023,C1404,P0046,Tablets,1858.48,4,Wales,Social
18/06/2023,C1653,P0015,Tablets,591.85,1,Scotland,Organic
15/05/2023,C0866,P0053,Accessories,755.89,1,North West,Organic
08/02/2023,C1537,P0081,Smartphones,5286.36,3,London,Referral
19/02/2023,C2712,P0093,Accessories,1804.25,1,London,Organic
29/04/2023,C1708,P0028,Tablets,7884.72,4,North East,Organic
16/09/2023,C1944,P0032,Smartphones,1543.7,2,Scotland,Referral
10/01/2023,C1234,P0094,Accessories,1143.84,4,South East,Referral
04/10/2023,C2551,P0051,Tablets,3013.36,2,North East,Social
18/04/2023,C2096,P0053,Accessories,755.89,1,West Midlands,Organic
19/04/2023,C2039,P0067,Accessories,112.66,2,Scotland,Social
19/06/2024,C0827,P0077,Monitors,2046.3,3,North East,Organic
10/02/2023,C2246,P0099,Networking,659.2,4,Scotland,Referral
07/05/2024,C1355,P0041,Laptops,993.28,2,London,Organic
02/04/2023,C0453,P0056,Laptops,1392.16,4,North West,Email
07/06/2024,C0308,P0031,Networking,1676.52,1,West Midlands,Referral
12/04/2024,C1213,P0002,Networking,1758.93,3,South West,Organic
28/06/2023,C0162,P0012,Monitors,1777.41,3,Wales,Social
17/11/2023,C1745,P0041,Laptops,496.64,1,South East,Social
16/02/2023,C0040,P0091,Tablets,1656.06,2,North West,Paid
24/03/2024,C2547,P0059,Accessories,2382.48,3,South East,Paid
17/12/2023,C0750,P0058,Accessories,1213,1,North East,Paid
12/04/2024,C1114,P0077,Monitors,2728.4,4,South West,Social
20/06/2023,C0464,P0073,Monitors,2474.98,2,London,Email
13/06/2023,C0425,P0043,Accessories,2288.36,4,South West,Social
24/03/2024,C0743,P0019,Tablets,4909.08,4,Wales,Referral
14/05/2023,C1979,P0019,Tablets,4909.08,4,South East,Social
27/03/2024,C0189,P0011,Accessories,479.86,1,West Midlands,Referral
13/01/2023,C2886,P0068,Networking,3515.82,2,Wales,Paid
08/04/2023,C1773,P0025,Tablets,2351.68,2,South West,Paid
30/01/2024,C0609,P0022,Accessories,203.66,1,London,Referral
10/06/2023,C2071,P0045,Monitors,7035.68,4,South West,Social
18/03/2023,C2014,P0089,Monitors,4568.31,3,Scotland,Paid
12/10/2023,C0207,P0013,Laptops,3059.34,2,North East,Paid
29/08/2023,C0323,P0005,Monitors,878.12,4,South West,Social
03/04/2024,C0361,P0085,Smartphones,5346.04,4,South West,Paid
24/05/2024,C2677,P0095,Smartphones,174.85,1,South East,Paid
06/02/2023,C2283,P0001,Networking,267.1,1,South East,Social
08/11/2023,C2083,P0092,Networking,2634.52,2,South West,Email
08/01/2024,C0223,P0041,Laptops,993.28,2,South West,Paid
29/04/2024,C2936,P0005,Monitors,658.59,3,South West,Organic
16/08/2023,C0009,P0056,Laptops,1044.12,3,Wales,Social
26/10/2023,C2244,P0045,Monitors,5276.76,3,South East,Organic
18/06/2023,C2017,P0020,Laptops,2945.96,2,North East,Organic
20/07/2023,C0769,P0095,Smartphones,174.85,1,North East,Organic
15/07/2023,C2936,P0056,Laptops,1044.12,3,South East,Social
17/02/2023,C2594,P0046,Tablets,464.62,1,South West,Paid
31/05/2024,C0552,P0041,Laptops,1986.56,4,London,Paid
19/02/2023,C2267,P0093,Accessories,7217,4,South West,Email
01/07/2023,C2834,P0066,Tablets,1795.58,2,North West,Organic
26/11/2023,C2065,P0006,Accessories,447.92,4,North East,Email
